YDL246C	SOR2	chrIV:8683-9756
YBR255W	MTC4	chrII:724456-726540
YBR205W	KTR3	chrII:633622-634836
YBR296C-A	YBR296C-A	chrII:800123-800242
YBL043W	ECM13	chrII:136688-137461
YBR130C	SHE3	chrII:495592-496869
YBR206W	YBR206W	chrII:634601-634924
YBR122C	MRPL36	chrII:483970-484503
YBR295W	PCA1	chrII:792849-796499
YBR004C	GPI18	chrII:244366-245667
YBR202W	MCM7	chrII:625772-628309
YBR001C	NTH2	chrII:238941-241283
YBL113C	YBL113C	chrII:280-2658
YBR288C	APM3	chrII:778012-779463
YBR282W	MRPL27	chrII:768240-768680
YBL072C	RPS8A	chrII:88523-89125
YBR103W	SIF2	chrII:447709-449316
YBR107C	IML3	chrII:453793-454530
YBL024W	NCL1	chrII:172534-174588
YBR012C	YBR012C	chrII:259147-259566
YBR188C	NTC20	chrII:603685-604107
YBL075C	SSA3	chrII:84499-86448
YBR102C	EXO84	chrII:445062-447323
YBR006W	UGA2	chrII:247010-248503
YBL051C	PIN4	chrII:122753-124759
YBR196C	PGI1	chrII:612236-613900
YBL031W	SHE1	chrII:161699-162715
YBR141W-A	YBR141W-A	chrII:527167-527262
YBL006W-A	YBL006W-A	chrII:216711-216860
YBL100W-C	YBL100W-C	chrII:28427-28546
YBR236C	ABD1	chrII:690383-691693
YBR276C	PPS1	chrII:757620-760043
YBR036C	CSG2	chrII:309081-310313
YBR045C	GIP1	chrII:328173-330092
YBR291C	CTP1	chrII:783673-784572
YBR137W	YBR137W	chrII:513044-513583
YBR079C	RPG1	chrII:395383-398277
YBR017C	KAP104	chrII:270947-273703
YBL044W	YBL044W	chrII:135998-136366
YBL023C	MCM2	chrII:174920-177526
YBR127C	VMA2	chrII:491269-492822
YBR152W	SPP381	chrII:546376-547251
YBR035C	PDX3	chrII:306269-306955
YBR289W	SNF5	chrII:779667-782384
YBL017C	PEP1	chrII:186844-191583
YBR157C	ICS2	chrII:553543-554310
YBL104C	SEA4	chrII:18177-21293
YBL109W	YBL109W	chrII:5790-6125
tL(UAA)B1	tL(UAA)B1	chrII:9583-9666
YBR072C-A	YBR072C-A	chrII:382860-383021
YBR300C	YBR300C	chrII:808600-809097
YBR195C	MSI1	chrII:610614-611882
YBR233W	PBP2	chrII:683428-684669
YBR262C	YBR262C	chrII:735720-736040
YBR020W	GAL1	chrII:279021-280607
YBR085C-A	YBR085C-A	chrII:418907-419164
YBR123C	TFC1	chrII:484742-486691
YBR221C	PDB1	chrII:665153-666253
YBL029W	YBL029W	chrII:166134-167264
YBL045C	COR1	chrII:134143-135516
YBR191W-A	YBR191W-A	chrII:607149-607223
YBR154C	RPB5	chrII:548362-549009
YBR278W	DPB3	chrII:760294-760899
YBR273C	UBX7	chrII:748061-749371
YBR032W	YBR032W	chrII:301519-301821
YBR048W	RPS11B	chrII:332831-333812
YBR104W	YMC2	chrII:449667-450656
YBL079W	NUP170	chrII:75259-79767
YBR265W	TSC10	chrII:738582-739544
YBR249C	ARO4	chrII:716882-717994
YBR203W	COS111	chrII:629168-631942
YBR184W	YBR184W	chrII:597363-598934
YBR170C	NPL4	chrII:576344-578086
YBR173C	UMP1	chrII:581726-582172
YBR133C	HSL7	chrII:501804-504287
YBR275C	RIF1	chrII:751356-757106
YBL108W	YBL108W	chrII:8177-8482
YBL113W-A	YBL113W-A	chrII:646-1128
YBL085W	BOI1	chrII:63876-66818
YBL052C	SAS3	chrII:119379-121874
YBL009W	ALK2	chrII:207194-209224
YBR283C	SSH1	chrII:768943-770415
YBR094W	PBY1	chrII:432036-434297
YBR258C	SHG1	chrII:729734-730162
YBR201W	DER1	chrII:623576-624211
YBR070C	ALG14	chrII:379221-379934
tE(UUC)B	tE(UUC)B	chrII:645167-645238
YBR198C	TAF5	chrII:616127-618523
YBL056W	PTC3	chrII:113762-115168
YBL099W	ATP1	chrII:37053-38690
YBR257W	POP4	chrII:728885-729724
YBR126W-A	MEO1	chrII:490850-491056
YBR242W	YBR242W	chrII:704670-705386
YBL008W	HIR1	chrII:209653-212175
YBR181C	RPS6B	chrII:591712-592774
tC(GCA)B	tC(GCA)B	chrII:643007-643078
YBR052C	RFS1	chrII:338720-339352
YBR093C	PHO5	chrII:429548-430951
YBR049C	REB1	chrII:334386-336818
YBR056W	YBR056W	chrII:347879-349384
YBL030C	PET9	chrII:163041-163997
tT(AGU)B	tT(AGU)B	chrII:266378-266450
YBR141C	BMT2	chrII:527025-528038
YBR226C	YBR226C	chrII:673155-673565
YBL005W	PDR3	chrII:217470-220400
YBR151W	APD1	chrII:545028-545978
YBR144C	YBR144C	chrII:533235-533549
YBR178W	YBR178W	chrII:586071-586445
YBR138C	YBR138C	chrII:513762-515336
YBL090W	MRP21	chrII:48825-49358
YBL105C	PKC1	chrII:14241-17696
YBL102W	SFT2	chrII:24098-24745
YBL011W	SCT1	chrII:203538-205817
YBR095C	RXT2	chrII:434406-435698
YBR196C-B	YBR196C-B	chrII:614526-614630
YBL048W	RRT1	chrII:127299-127610
YBR066C	NRG2	chrII:370037-370699
YBR292C	YBR292C	chrII:784702-785073
YBR018C	GAL7	chrII:274427-275527
YBR194W	AIM4	chrII:610038-610409
YBR076C-A	YBR076C-A	chrII:391351-391617
YBR108W	AIM3	chrII:454822-457665
YBR046C	ZTA1	chrII:330507-331511
YBR235W	VHC1	chrII:686901-690263
YBR274W	CHK1	chrII:749594-751177
YBL006C	LDB7	chrII:216587-217129
YBR186W	PCH2	chrII:600553-602360
YBR277C	YBR277C	chrII:760215-760616
YBR185C	MBA1	chrII:599123-599959
YBL078C	ATG8	chrII:80378-80731
YBR037C	SCO1	chrII:310565-311452
YBR015C	MNN2	chrII:267710-269503
YBR016W	YBR016W	chrII:270247-270633
YBL107W-A	YBL107W-A	chrII:9268-9372
YBL071W-A	KTI11	chrII:89978-90226
YBR269C	SDH8	chrII:742160-742576
YBR266C	SLM6	chrII:739936-740388
YBR055C	PRP6	chrII:344602-347301
YBR088C	POL30	chrII:424990-425766
tV(UAC)B	tV(UAC)B	chrII:326792-326865
YBL019W	APN2	chrII:184353-185915
YBR112C	CYC8	chrII:462870-465770
YBR164C	ARL1	chrII:567875-568426
YBR148W	YSW1	chrII:537876-539705
YBL020W	RFT1	chrII:182401-184125
YBR208C	"DUR1,2"	chrII:636703-642210
tD(GUC)B	tD(GUC)B	chrII:405960-406031
YBR172C	SMY2	chrII:579150-581372
YBL097W	BRN1	chrII:40831-43095
YBR050C	REG2	chrII:337183-338199
YBR183W	YPC1	chrII:596115-597065
YBR213W	MET8	chrII:650368-651192
YBR113W	YBR113W	chrII:465566-466048
YBL091C-A	SCS22	chrII:46565-47180
YBR196C-A	YBR196C-A	chrII:614024-614173
YBR286W	APE3	chrII:774700-776313
YBR268W	MRPL37	chrII:741299-741616
YBR058C-A	TSC3	chrII:356324-356566
YBR287W	YBR287W	chrII:776571-777854
YBL083C	YBL083C	chrII:69713-70138
YBL061C	SKT5	chrII:105316-107406
YBR267W	REI1	chrII:739841-741022
YBR114W	RAD16	chrII:467248-469620
YBL032W	HEK2	chrII:160184-161329
YBR219C	YBR219C	chrII:662499-663303
tF(GAA)B	tF(GAA)B	chrII:36398-36488
YBR299W	MAL32	chrII:805351-807105
YBR191W	RPL21A	chrII:606270-607140
YBR125C	PTC4	chrII:487199-488380
YBL069W	AST1	chrII:90741-92030
YBR223C	TDP1	chrII:668663-670297
YBR074W	YBR074W	chrII:386286-389216
YBR201C-A	YBR201C-A	chrII:624493-624696
YBR187W	GDT1	chrII:602634-603476
YBL021C	HAP3	chrII:181660-182094
YBL049W	MOH1	chrII:126828-127244
YBL035C	POL12	chrII:151493-153610
YBL095W	MRX3	chrII:43277-44089
YBR073W	RDH54	chrII:383112-385988
YBR109W-A	YBR109W-A	chrII:458608-458832
YBR260C	RGD1	chrII:732639-734639
YBR279W	PAF1	chrII:761257-762594
YBR211C	AME1	chrII:646158-647132
YBR078W	ECM33	chrII:393123-394742
YBR063C	YBR063C	chrII:366970-368184
YBR028C	YPK3	chrII:294425-296002
YBL039C-A	YBL039C-A	chrII:144948-145031
YBR129C	OPY1	chrII:494353-495339
YBL050W	SEC17	chrII:125125-126119
YBR051W	YBR051W	chrII:337988-338338
YBR080C	SEC18	chrII:398614-400890
YBL058W	SHP1	chrII:111437-112708
YBL101C	ECM21	chrII:24946-28299
YBR140C	IRA1	chrII:517350-526628
YBR021W	FUR4	chrII:281443-283344
YBR232C	YBR232C	chrII:683373-683732
YBR024W	SCO2	chrII:289445-290350
YBL005W-B	YBL005W-B	chrII:221330-226598
YBL100W-A	YBL100W-A	chrII:29935-31251
YBR012W-B	YBR012W-B	chrII:259869-265140
YBR012W-A	YBR012W-A	chrII:259869-261191
YBL005W-A	YBL005W-A	chrII:221330-222652
YBL100W-B	YBL100W-B	chrII:29935-35248
YNR017W	TIM23	chrXIV:662913-663581
YNL105W	RRT16	chrXIV:424155-424583
YNR069C	BSC5	chrXIV:761123-762592
YNL306W	MRPS18	chrXIV:58155-58808
YNL288W	CAF40	chrXIV:90303-91424
YNL191W	DUG3	chrXIV:280432-281505
YNL150W	YNL150W	chrXIV:349251-349658
YNL097C	PHO23	chrXIV:441366-442358
tN(GUU)N1	tN(GUU)N1	chrXIV:102716-102789
YNL137C	NAM9	chrXIV:368595-370055
YNL331C	AAD14	chrXIV:16118-17248
YNL030W	HHF2	chrXIV:576727-577038
YNL297C	MON2	chrXIV:71673-76583
YNL102W	POL1	chrXIV:430087-434493
YNR026C	SEC12	chrXIV:673274-674689
YNL152W	INN1	chrXIV:346313-347542
YNL140C	YNL140C	chrXIV:360917-361486
YNL099C	OCA1	chrXIV:438567-439283
YNL182C	IPI3	chrXIV:295960-297627
YNL180C	RHO5	chrXIV:299654-300649
YNR001C	CIT1	chrXIV:629622-631061
YNL091W	NST1	chrXIV:452408-456130
YNL157W	IGO1	chrXIV:340352-340858
YNL315C	ATP11	chrXIV:43324-44280
YNL221C	POP1	chrXIV:231068-233695
YNR052C	POP2	chrXIV:719346-720647
YNL061W	NOP2	chrXIV:510540-512396
YNL284C	MRPL10	chrXIV:103134-104102
YNR040W	YNR040W	chrXIV:699690-700460
YNL246W	VPS75	chrXIV:185460-186349
YNL097W-A	YNL097W-A	chrXIV:441431-441586
YNL121C	TOM70	chrXIV:398684-400537
snR191	snR191	chrXIV:721938-722211
YNL043C	YNL043C	chrXIV:545589-545909
YNR055C	HOL1	chrXIV:728426-730186
YNL039W	BDP1	chrXIV:555048-556832
YNR036C	MRPS12	chrXIV:694361-694822
YNL304W	YPT11	chrXIV:60297-61550
YNL119W	NCS2	chrXIV:401040-402521
YNL034W	YNL034W	chrXIV:570477-572315
YNL187W	SWT21	chrXIV:287994-289067
YNL310C	ZIM17	chrXIV:51907-52431
YNL277W	MET2	chrXIV:117349-118809
YNL126W	SPC98	chrXIV:387227-389767
tL(UAA)N	tL(UAA)N	chrXIV:726134-726217
YNL210W	MER1	chrXIV:250931-251743
YNR041C	COQ2	chrXIV:700541-701659
YNL193W	YNL193W	chrXIV:274368-276044
YNL301C	RPL18B	chrXIV:63570-64562
YNL263C	YIF1	chrXIV:146896-147840
YNL059C	ARP5	chrXIV:512668-514935
YNL028W	YNL028W	chrXIV:578679-578996
YNL044W	YIP3	chrXIV:545268-545877
YNL026W	SAM50	chrXIV:581920-583374
YNL067W	RPL9B	chrXIV:499681-500256
YNL205C	YNL205C	chrXIV:258155-258577
YNL104C	LEU4	chrXIV:424895-426754
YNL169C	PSD1	chrXIV:316169-317671
YNL268W	LYP1	chrXIV:138550-140385
YNL162W	RPL42A	chrXIV:331322-332154
YNL257C	SIP3	chrXIV:160631-164320
YNL229C	URE2	chrXIV:219137-220201
YNL042W-B	YNL042W-B	chrXIV:547113-547370
YNL248C	RPA49	chrXIV:181361-182608
YNR045W	PET494	chrXIV:706139-707608
YNR051C	BRE5	chrXIV:716780-718327
YNL190W	YNL190W	chrXIV:282395-283009
YNL194C	YNL194C	chrXIV:272710-273615
YNL080C	EOS1	chrXIV:476932-478032
YNR005C	YNR005C	chrXIV:636931-637335
YNR064C	YNR064C	chrXIV:749136-750008
YNL145W	MFA2	chrXIV:352414-352530
YNR068C	YNR068C	chrXIV:760067-760885
YNL323W	LEM3	chrXIV:31944-33188
YNL003C	PET8	chrXIV:624975-625829
YNL199C	GCR2	chrXIV:264926-266530
YNL048W	ALG11	chrXIV:538173-539819
YNL072W	RNH201	chrXIV:490317-491240
YNL224C	SQS1	chrXIV:224796-227099
YNL067W-A	YNL067W-A	chrXIV:498538-498684
YNR032W	PPG1	chrXIV:686010-687116
YNL206C	RTT106	chrXIV:256788-258155
YNR062C	YNR062C	chrXIV:744360-745343
YNL203C	YNL203C	chrXIV:259439-260050
YNL273W	TOF1	chrXIV:122883-126599
tI(AAU)N1	tI(AAU)N1	chrXIV:569867-569940
YNL213C	RRG9	chrXIV:246460-247104
YNL055C	POR1	chrXIV:517994-518845
YNL170W	YNL170W	chrXIV:315978-316373
YNR013C	PHO91	chrXIV:649028-651712
YNL269W	BSC4	chrXIV:137699-138094
YNR020C	ATP23	chrXIV:667410-668222
YNL041C	COG6	chrXIV:549468-551987
YNL234W	YNL234W	chrXIV:210233-211513
YNL165W	YNL165W	chrXIV:323832-325052
YNL116W	DMA2	chrXIV:408341-409909
YNL008C	ASI3	chrXIV:616211-618241
YNL309W	STB1	chrXIV:52662-53924
YNR015W	SMM1	chrXIV:653387-654541
YNR075W	COS10	chrXIV:779916-781040
YNL025C	SSN8	chrXIV:584320-585291
YNL058C	YNL058C	chrXIV:515763-516713
YNL313C	EMW1	chrXIV:45308-48022
YNL122C	YNL122C	chrXIV:398023-398370
YNL094W	APP1	chrXIV:447611-449374
YNL001W	DOM34	chrXIV:627456-628616
YNL317W	PFS2	chrXIV:40619-42016
YNL035C	YNL035C	chrXIV:568522-569691
YNL007C	SIS1	chrXIV:618507-619565
YNL162W-A	YNL162W-A	chrXIV:330329-330547
YNR039C	ZRG17	chrXIV:697614-699431
YNL103W-A	YNL103W-A	chrXIV:426719-426808
tL(CAA)N	tL(CAA)N	chrXIV:443006-443119
YNL052W	COX5A	chrXIV:531725-532186
YNL120C	YNL120C	chrXIV:401033-401518
YNL002C	RLP7	chrXIV:626174-627142
YNL311C	SKP2	chrXIV:49397-51688
YNR007C	ATG3	chrXIV:639182-640114
YNL291C	MID1	chrXIV:84169-85815
YNL195C	YNL195C	chrXIV:271523-272308
YNL087W	TCB2	chrXIV:462411-465947
tF(GAA)N	tF(GAA)N	chrXIV:374869-374959
YNL217W	YNL217W	chrXIV:240331-241311
YNL029C	KTR5	chrXIV:577205-578773
YNR028W	CPR8	chrXIV:676177-677103
YNL009W	IDP3	chrXIV:614821-616083
YNL024C-A	KSH1	chrXIV:586602-586820
YNL334C	SNO2	chrXIV:12208-12876
YNL319W	YNL319W	chrXIV:38642-39082
YNL295W	MRX6	chrXIV:76946-78520
tN(GUU)N2	tN(GUU)N2	chrXIV:632599-632672
YNL192W	CHS1	chrXIV:276502-279897
YNL149C	PGA2	chrXIV:349367-349756
YNL071W	LAT1	chrXIV:491523-492971
YNL089C	YNL089C	chrXIV:456693-457169
YNL308C	KRI1	chrXIV:54122-55897
YNL239W	LAP3	chrXIV:200569-201933
YNL275W	BOR1	chrXIV:119268-120998
YNR071C	YNR071C	chrXIV:770440-771468
YNL226W	YNL226W	chrXIV:222239-222649
YNL040W	YNL040W	chrXIV:553380-554750
YNL117W	MLS1	chrXIV:406358-408022
YNL050C	YNL050C	chrXIV:534079-534982
YNL086W	SNN1	chrXIV:466334-466642
YNL017C	YNL017C	chrXIV:602138-602476
YNR070W	PDR18	chrXIV:765375-769376
YNR067C	DSE4	chrXIV:755746-759099
YNL305C	BXI1	chrXIV:58898-59791
YNL015W	PBI2	chrXIV:605384-605611
YNL146C-A	YNL146C-A	chrXIV:351386-351580
YNL063W	MTQ1	chrXIV:507758-508702
YNL294C	RIM21	chrXIV:78659-80260
YNR046W	TRM112	chrXIV:707788-708195
YNL167C	SKO1	chrXIV:319416-321359
YNL280C	ERG24	chrXIV:109095-110411
YNR002C	ATO2	chrXIV:633008-633856
YNL036W	NCE103	chrXIV:559814-560479
YNL075W	IMP4	chrXIV:485607-486479
YNR058W	BIO3	chrXIV:734291-735733
YNL054W	VAC7	chrXIV:526086-529583
YNR006W	VPS27	chrXIV:636986-638854
YNR042W	YNR042W	chrXIV:701238-701666
YNL261W	ORC5	chrXIV:155100-156539
YNL188W	KAR1	chrXIV:286308-287609
YNL146W	YNL146W	chrXIV:351715-352017
YNL228W	YNL228W	chrXIV:220645-221421
YNL211C	MRX7	chrXIV:250055-250315
YNR021W	YNR021W	chrXIV:668377-669591
YNL201C	PSY2	chrXIV:260627-263203
YNR033W	ABZ1	chrXIV:687635-689998
YNR034W	SOL1	chrXIV:690321-691286
YNL272C	SEC2	chrXIV:126805-129084
YNL245C	CWC25	chrXIV:186346-186885
YNR074C	AIF1	chrXIV:777602-778738
YNL123W	NMA111	chrXIV:394685-397678
YNR016C	ACC1	chrXIV:654673-661374
YNL223W	ATG4	chrXIV:227370-228854
YNR032C-A	HUB1	chrXIV:687243-687464
YNL133C	FYV6	chrXIV:374171-374692
YNL178W	RPS3	chrXIV:302680-303402
YNL065W	AQR1	chrXIV:503724-505484
YNR043W	MVD1	chrXIV:701895-703085
YNL021W	HDA1	chrXIV:593227-595347
YNL124W	NAF1	chrXIV:392892-394370
YNL312W	RFA2	chrXIV:48287-49216
YNL143C	YNL143C	chrXIV:356794-357186
YNL251C	NRD1	chrXIV:172588-174315
snR40	snR40	chrXIV:89210-89306
YNL299W	TRF5	chrXIV:66517-68445
snR19	snR19	chrXIV:230105-230672
YNR049C	MSO1	chrXIV:713023-713655
YNL163C	RIA1	chrXIV:326741-330073
YNR073C	MAN2	chrXIV:774792-776300
YNL127W	FAR11	chrXIV:383987-386848
YNL118C	DCP2	chrXIV:402652-405564
tT(AGU)N2	tT(AGU)N2	chrXIV:560693-560765
YNL189W	SRP1	chrXIV:284260-285888
YNL290W	RFC3	chrXIV:86218-87240
YNR025C	YNR025C	chrXIV:672702-673061
YNL250W	RAD50	chrXIV:175410-179348
YNL314W	DAL82	chrXIV:44447-45214
YNL227C	JJJ1	chrXIV:220659-222431
YNL218W	MGS1	chrXIV:238238-240001
YNL004W	HRB1	chrXIV:622915-624621
YNR023W	SNF12	chrXIV:670418-672118
YNL092W	YNL092W	chrXIV:450871-452073
YNL324W	YNL324W	chrXIV:31050-31445
YNL233W	BNI4	chrXIV:211922-214600
YNL155W	CUZ1	chrXIV:342516-343340
YNL020C	ARK1	chrXIV:595623-597539
YNL076W	MKS1	chrXIV:483556-485310
YNL200C	NNR1	chrXIV:263713-264453
YNL177C	MRPL22	chrXIV:303686-304615
YNL077W	APJ1	chrXIV:481391-482977
YNL293W	MSB3	chrXIV:80640-82541
YNL098C	RAS2	chrXIV:439602-440570
YNR004W	SWM2	chrXIV:635943-636383
YNL049C	SFB2	chrXIV:535281-537911
YNR019W	ARE2	chrXIV:665339-667267
YNL031C	HHT2	chrXIV:575640-576050
YNL019C	YNL019C	chrXIV:598376-599230
YNL214W	PEX17	chrXIV:245617-246216
YNL006W	LST8	chrXIV:620067-620978
YNR030W	ALG12	chrXIV:678799-680454
YNL038W	GPI15	chrXIV:557020-557783
YNL090W	RHO2	chrXIV:456565-457143
YNL151C	RPC31	chrXIV:347766-348521
YNL254C	RTC4	chrXIV:168043-169248
YNR008W	LRO1	chrXIV:640396-642381
YNR038W	DBP6	chrXIV:695595-697484
YNR003W-A	YNR003W-A	chrXIV:634420-634518
YNL307C	MCK1	chrXIV:56446-57573
YNL131W	TOM22	chrXIV:378767-379225
YNL265C	IST1	chrXIV:144280-145281
YNL175C	NOP13	chrXIV:307401-308612
YNL042W	BOP3	chrXIV:548100-549290
YNL022C	RCM1	chrXIV:591427-592899
YNL056W	OCA2	chrXIV:517249-517842
YNL011C	YNL011C	chrXIV:611836-613170
YNL329C	PEX6	chrXIV:19541-22633
YNL074C	MLF3	chrXIV:486766-488124
YNL093W	YPT53	chrXIV:449868-450530
YNR047W	FPK1	chrXIV:708523-711204
YNL183C	NPR1	chrXIV:293137-295509
YNL057W	YNL057W	chrXIV:516403-516735
YNL238W	KEX2	chrXIV:202428-204872
YNL154C	YCK2	chrXIV:343636-345276
YNL267W	PIK1	chrXIV:140878-144078
tP(UGG)N2	tP(UGG)N2	chrXIV:568115-568217
YNL014W	HEF3	chrXIV:606319-609453
NME1	NME1	chrXIV:585587-585926
YNL078W	NIS1	chrXIV:479768-480991
YNL209W	SSB2	chrXIV:252059-253900
YNL253W	TEX1	chrXIV:170018-171286
YNL173C	MDG1	chrXIV:308957-310057
YNL066W	SUN4	chrXIV:501515-502777
YNL321W	VNX1	chrXIV:34696-37422
YNR054C	ESF2	chrXIV:723356-724306
YNR072W	HXT17	chrXIV:772657-774351
YNR076W	PAU6	chrXIV:781918-782280
YNR031C	SSK2	chrXIV:680694-685433
YNL110C	NOP15	chrXIV:417826-418488
YNL232W	CSL4	chrXIV:214923-215801
YNL262W	POL2	chrXIV:148212-154880
YNL142W	MEP2	chrXIV:357453-358952
YNL129W	NRK1	chrXIV:381480-382202
YNR014W	YNR014W	chrXIV:652465-653103
YNL005C	MRP7	chrXIV:621313-622428
YNL174W	YNL174W	chrXIV:308074-308646
YNL335W	DDI3	chrXIV:11452-12129
YNL240C	NAR1	chrXIV:198502-199977
YNL318C	HXT14	chrXIV:38707-40329
YNL256W	FOL1	chrXIV:164623-167097
YNL012W	SPO1	chrXIV:609686-611665
YNR029C	YNR029C	chrXIV:677199-678488
YNL130C-A	DGR1	chrXIV:381245-381391
YNL107W	YAF9	chrXIV:420098-420778
YNR065C	YNR065C	chrXIV:750350-753700
YNL332W	THI12	chrXIV:14832-15854
YNL023C	FAP1	chrXIV:588263-591160
YNR056C	BIO5	chrXIV:731618-733303
YNL186W	UBP10	chrXIV:289498-291876
YNL153C	GIM3	chrXIV:345669-346058
YNL130C	CPT1	chrXIV:379558-380831
YNL088W	TOP2	chrXIV:457704-461990
YNL216W	RAP1	chrXIV:241689-244172
YNL276C	YNL276C	chrXIV:118431-118826
YNL108C	YNL108C	chrXIV:419014-419826
YNL252C	MRPL17	chrXIV:171441-172286
YNL181W	PBR1	chrXIV:298335-299558
YNL197C	WHI3	chrXIV:267608-269593
YNL064C	YDJ1	chrXIV:505868-507097
YNL202W	SPS19	chrXIV:259578-260456
YNL283C	WSC2	chrXIV:105184-106695
YNL147W	LSM7	chrXIV:350940-351383
YNL286W	CUS2	chrXIV:95223-96080
YNL337W	YNL337W	chrXIV:7165-7419
YNL322C	KRE1	chrXIV:33294-34235
YNL158W	PGA1	chrXIV:339612-340208
YNL168C	FMP41	chrXIV:318030-318809
YNL259C	ATX1	chrXIV:157644-157865
YNR022C	MRPL50	chrXIV:669774-670193
YNR077C	YNR077C	chrXIV:783287-783541
YNL068C	FKH2	chrXIV:495701-498289
tI(AAU)N2	tI(AAU)N2	chrXIV:602312-602385
YNL037C	IDH1	chrXIV:557920-559002
YNL085W	MKT1	chrXIV:467131-469623
YNL051W	COG5	chrXIV:532659-533870
YNL148C	ALF1	chrXIV:349907-350671
YNR075C-A	YNR075C-A	chrXIV:781511-781603
YNL255C	GIS2	chrXIV:167329-167790
YNL070W	TOM7	chrXIV:493366-493548
tD(GUC)N	tD(GUC)N	chrXIV:519099-519169
tT(AGU)N1	tT(AGU)N1	chrXIV:104805-104877
YNL271C	BNI1	chrXIV:129522-135383
YNL198C	YNL198C	chrXIV:266514-266816
YNR018W	RCF2	chrXIV:664270-664944
YNL327W	EGT2	chrXIV:24048-27173
YNL236W	SIN4	chrXIV:206930-209854
YNR001W-A	YNR001W-A	chrXIV:631263-631481
YNL053W	MSG5	chrXIV:529942-531411
YNL281W	HCH1	chrXIV:108467-108928
YNL279W	PRM1	chrXIV:110917-112902
YNL156C	NSG2	chrXIV:341069-341968
YNL260C	LTO1	chrXIV:156859-157455
YNL222W	SSU72	chrXIV:229094-229714
YNL235C	YNL235C	chrXIV:209548-209979
YNR059W	MNT4	chrXIV:736803-738545
YNR044W	AGA1	chrXIV:703699-705876
YNL225C	CNM67	chrXIV:222724-224469
YNL215W	IES2	chrXIV:244468-245430
YNL326C	PFA3	chrXIV:27337-28347
YNL100W	YNL100W	chrXIV:437613-438317
YNR009W	NRM1	chrXIV:642690-643439
YNR066C	YNR066C	chrXIV:753725-755035
YNL339W-A	YNL339W-A	chrXIV:1517-2092
snR66	snR66	chrXIV:586090-586175
YNL266W	YNL266W	chrXIV:144245-144664
YNL292W	PUS4	chrXIV:82806-84017
YNL242W	ATG2	chrXIV:191324-196102
YNR057C	BIO4	chrXIV:733356-734069
tG(UCC)N	SUF6	chrXIV:96241-96312
YNL067W-B	YNL067W-B	chrXIV:499417-499557
YNL166C	BNI5	chrXIV:322219-323565
YNL111C	CYB5	chrXIV:416940-417302
YNL069C	RPL16B	chrXIV:493956-495001
YNL277W-A	YNL277W-A	chrXIV:116679-116867
YNL128W	TEP1	chrXIV:382359-383663
YNL300W	TOS6	chrXIV:65744-66052
YNL179C	YNL179C	chrXIV:300666-301103
YNR050C	LYS9	chrXIV:714048-715388
snR49	snR49	chrXIV:716120-716284
YNL138W	SRV2	chrXIV:366741-368321
YNR048W	YNR048W	chrXIV:711630-712811
YNL302C	RPS19B	chrXIV:61958-62943
YNL045W	LAP2	chrXIV:542963-544978
YNL125C	ESBP6	chrXIV:390146-392167
YNL207W	RIO2	chrXIV:255353-256630
YNR011C	PRP2	chrXIV:644320-646950
YNL241C	ZWF1	chrXIV:196426-197943
YNL112W	DBP2	chrXIV:413639-416281
YNL249C	MPA43	chrXIV:179394-181022
YNL270C	ALP1	chrXIV:135940-137661
YNL115C	YNL115C	chrXIV:410119-412053
YNL073W	MSK1	chrXIV:488386-490116
YNL082W	PMS1	chrXIV:473391-476012
YNL097C-B	YNL097C-B	chrXIV:440797-440919
YNR034W-A	EGO4	chrXIV:692561-692857
YNL296W	YNL296W	chrXIV:76273-76587
YNL138W-A	YSF3	chrXIV:366033-366412
YNL196C	SLZ1	chrXIV:270275-271171
YNL109W	YNL109W	chrXIV:418964-419509
YNL101W	AVT4	chrXIV:434999-437140
YNR012W	URK1	chrXIV:647432-648937
YNL114C	YNL114C	chrXIV:412684-413055
YNL237W	YTP1	chrXIV:205188-206567
YNL084C	END3	chrXIV:470053-471102
YNL289W	PCL1	chrXIV:87897-88736
YNL171C	YNL171C	chrXIV:315629-315997
YNL208W	YNL208W	chrXIV:254418-255017
YNL010W	YNL010W	chrXIV:613635-614360
YNL134C	YNL134C	chrXIV:372451-373581
YNR053C	NOG2	chrXIV:721120-723112
tP(AGG)N	SUF10	chrXIV:631846-631917
YNL231C	PDR16	chrXIV:215987-217042
YNL230C	ELA1	chrXIV:217523-218662
YNL339W-B	YNL339W-B	chrXIV:734-1216
YNL258C	DSL1	chrXIV:158109-160373
YNL328C	MDJ2	chrXIV:22834-23274
YNL081C	SWS2	chrXIV:476188-476619
YNR037C	RSM19	chrXIV:695052-695327
YNR063W	YNR063W	chrXIV:746943-748766
YNL339C	YRF1-6	chrXIV:371-6098
YNR060W	FRE4	chrXIV:739951-742110
YNL287W	SEC21	chrXIV:91994-94801
YNL095C	YNL095C	chrXIV:444912-446840
YNL096C	RPS7B	chrXIV:443398-444315
YNL282W	POP3	chrXIV:107687-108274
YNL047C	SLM2	chrXIV:539911-541881
YNL139C	THO2	chrXIV:360924-365717
tP(UGG)N1	tP(UGG)N1	chrXIV:547094-547196
YNL298W	CLA4	chrXIV:68915-71443
YNL113W	RPC19	chrXIV:412771-413199
YNR003C	RPC34	chrXIV:634344-635297
YNL316C	PHA2	chrXIV:42071-43075
